Sample,Latitude,Longtitude,Type of sample,   SiO2  ,   TiO2  ,   Al2O3 ,Fe2O3,   FeO   ,   MnO   ,   MgO   ,   CaO   ,   Na2O  ,   K2O   ,   P2O5  ,   F     ,   SO3,S,   Cl    ,LOI,CO2,Original total,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
7634,56.33414,160.845024,Rock fragment,69.4,0.66,15.68,,2.51,0.04,0.76,1.97,5.35,3.42,0.1,0.02,0,,0.14,1.03,,98.97,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.86,0.66,15.7,,2.26,0.08,0.66,1.87,5.27,3.41,0.12,0.06,0,,0.11,2.65,,97.35,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.34,0.65,15.48,,2.45,0.17,0.78,1.88,5.48,3.45,0.11,0.12,0.04,,0.14,1.31,,98.69,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.88,0.66,15.49,,2.24,0.01,0.71,2.02,5.22,3.44,0.11,0.08,0.04,,0.17,1.85,,98.15,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.44,0.64,15.69,,2.25,0.02,0.67,1.9,5.61,3.45,0.12,0.07,0.04,,0.17,2.33,,97.67,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.25,0.63,15.56,,2.39,0.07,0.69,1.93,5.65,3.55,0.12,0.06,0.02,,0.11,0.32,,99.68,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.45,0.65,15.44,,2.41,0.03,0.71,1.96,5.6,3.49,0.14,0,0.03,,0.13,1.39,,98.61,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.8,0.65,15.8,,2.08,0.01,0.71,2.13,5.25,3.35,0.08,0.03,0.02,,0.14,1.62,,98.38,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.43,0.65,15.58,,2.23,0.06,0.7,2.05,5.56,3.43,0.09,0.1,0.04,,0.15,0.18,,99.82,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.71,0.62,15.52,,2.22,0.13,0.78,2.07,5.28,3.45,0.09,0.04,0.01,,0.15,1.04,,98.96,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.78,0.55,15.22,,2.21,0.01,0.55,1.56,5.15,3.86,0.06,0,0.02,,0.05,2.88,,97.12,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,71.01,0.57,15.33,,2.11,0.02,0.46,1.46,5.09,3.88,0.03,0.05,0,,0.02,2.87,,97.13,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.81,0.57,14.92,,2.18,0.07,0.58,1.59,5.21,3.85,0.06,0.06,0.06,,0.08,2.32,,97.68,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.88,0.56,14.8,,2.05,0.03,0.54,1.67,5.42,3.8,0.08,0.12,0.04,,0.06,1.93,,98.07,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,75.91,0.31,13.3,,1.18,0.03,0.24,1.04,3.86,3.94,0.06,0,0.01,,0.14,2.84,,97.16,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.71,0.55,15.02,,2.07,0.12,0.61,1.69,5.2,3.83,0.08,0,0.04,,0.11,0.71,,99.29,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.63,0.61,14.71,,2.1,0.06,1.1,1.48,5.26,3.84,0.09,0.02,0.06,,0.04,4.65,,95.35,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.98,0.58,15.16,,2.03,0.06,0.44,1.55,5.17,3.87,0.1,0,0.04,,0.04,3.07,,96.93,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,71.14,0.54,15.09,,2.03,0.05,0.56,1.59,5.02,3.83,0.09,0,0.01,,0.07,2.43,,97.57,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,71.93,0.58,14.92,,1.4,0.07,0.48,1.49,5.04,3.91,0.07,0,0.01,,0.13,5.35,,94.65,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,69.55,0.51,16.11,,1.87,0.07,0.45,2.42,5.5,3.39,0.06,0.03,0.02,,0.04,4.48,,95.52,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.96,0.57,15.07,,2.19,0.05,0.51,1.57,4.94,3.96,0.12,0,0.04,,0.04,3.1,,96.9,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.83,0.6,14.99,,2.23,0.04,0.6,1.49,5.28,3.86,0.03,0,0.01,,0.07,3.92,,96.08,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,71.49,0.53,15.09,,1.94,0,0.43,1.55,4.81,3.89,0.14,0.05,0.04,,0.1,7.73,,92.27,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.97,0.55,15.01,,1.95,0.02,0.46,1.63,5.25,3.92,0.15,0.04,0.04,,0.03,2.74,,97.26,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,72.11,0.47,14.6,,1.9,0.01,0.39,1.18,5.36,3.77,0.03,0.04,0.04,,0.16,2.71,,97.29,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.99,0.58,15.02,,1.96,0.06,0.58,1.66,5.1,3.89,0.06,0,0.05,,0.07,2.93,,97.07,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,75.49,0.43,13.52,,1.34,0.1,0.34,1.32,3.19,4.07,0.08,0,0,,0.17,2.35,,97.65,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,74.66,0.39,13.35,,1.81,0.07,0.74,1.38,3.33,4.01,0.08,0.03,0,,0.2,1.69,,98.31,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,68.32,0.72,16.1,,2.76,0.1,0.97,2.4,4.73,3.52,0.19,0,0.05,,0.17,1.53,,98.47,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,71.06,0.56,15.12,,2.01,0.02,0.52,1.51,5.1,3.94,0.11,0.04,0,,0.03,3.3,,96.7,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,71.18,0.56,14.86,,2.1,0.03,0.42,1.44,5.3,3.86,0.1,0.12,0.02,,0.05,2.27,,97.73,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,70.71,0.57,15.17,,1.93,0.03,0.57,1.62,5.27,3.96,0.09,0,0.02,,0.06,3.42,,96.58,,,,,,,,,,
7655,56.33414,160.845024,Rock fragment,71.35,0.68,14.37,,3.23,0.05,0.76,2.33,3.44,3.46,0.17,0.02,0.06,,0.1,3.65,,96.35,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,60.42,1.62,15.14,,7.22,0.18,2.46,5.28,4.02,2.9,0.66,0.04,0.03,,0.04,0.96,,99.04,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,60.27,1.57,15.35,,7.35,0.2,2.57,5.2,3.85,2.8,0.72,0.14,0,,0.04,0.6,,99.4,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,60.07,1.72,14.63,,7.98,0.23,2.5,5.19,3.97,2.88,0.73,0.07,0.01,,0.07,0.04,,99.96,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,59.62,1.61,14.59,,7.9,0.22,2.3,5.53,4.25,3.13,0.79,0,0.03,,0.04,0.99,,99.01,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,60.73,1.7,14.89,,7.15,0.13,2.37,4.78,4.29,3.2,0.68,0.05,0.02,,0.06,0.79,,99.21,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,59.55,1.56,15.58,,7.59,0.12,2.66,5.54,3.92,2.71,0.66,0,0.04,,0.07,0.94,,99.06,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,59.67,1.53,15.29,,7.68,0.17,2.58,5.73,3.87,2.78,0.64,0,0.02,,0.05,1,,99,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,59.48,1.59,15.6,,7.78,0.14,2.7,5.45,3.86,2.75,0.62,0,0.01,,0.06,1.03,,98.97,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,59.4,1.51,15.53,,7.78,0.14,2.67,5.51,3.86,2.8,0.66,0.04,0.07,,0.07,0.78,,99.22,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,59.21,1.57,15.53,,7.66,0.11,2.71,5.69,4.02,2.8,0.63,0.05,0.01,,0.06,1.08,,98.92,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,60.43,1.59,15.29,,7.27,0.06,2.47,5.32,3.91,2.84,0.72,0.11,0.01,,0.04,0.74,,99.26,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,59.53,1.61,15.28,,7.93,0.12,2.66,5.47,3.88,2.79,0.64,0.02,0.02,,0.06,0.99,,99.01,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,59.59,1.61,15.27,,7.89,0.23,2.63,5.61,3.64,2.74,0.72,0.04,0,,0.05,0.82,,99.18,,,,,,,,,,
K7-T1-10A,56.1464,160.8241,Fine to very fine ash,59.45,1.58,15.3,,7.98,0.17,2.77,5.55,3.89,2.61,0.63,0.02,0.01,,0.06,1.68,,98.32,,,,,,,,,,
K7-T1-11A-1,56.1464,160.8241,Fine to very fine ash,59.8,1.62,15.42,,7.52,0.13,2.62,5.42,3.81,2.8,0.76,0.01,0.05,,0.04,2.27,,97.73,,,,,,,,,,
K7-T1-11A-1,56.1464,160.8241,Fine to very fine ash,58.85,1.57,15.27,,8.26,0.18,2.64,5.53,4.03,2.86,0.74,0.02,0.02,,0.05,1.93,,98.07,,,,,,,,,,
K7-T1-11A-1,56.1464,160.8241,Fine to very fine ash,59.61,1.59,14.91,,7.53,0.16,2.47,5.78,3.84,3.3,0.78,0,0,,0.06,1.81,,98.19,,,,,,,,,,
K7-T1-11A-1,56.1464,160.8241,Fine to very fine ash,60.34,1.71,14.21,,8.38,0.11,2.39,4.88,3.81,3.2,0.84,0.15,0,,0.07,1.23,,98.77,,,,,,,,,,
K7-T1-11A-1,56.1464,160.8241,Fine to very fine ash,60.57,1.76,14.39,,7.82,0.2,2.33,5.01,3.83,3.14,0.81,0.08,0.03,,0.07,1.95,,98.05,,,,,,,,,,
K7-T1-11A-1,56.1464,160.8241,Fine to very fine ash,60.44,1.57,15.23,,6.87,0.16,2.53,5.27,3.86,3.45,0.59,0,0,,0.04,2.29,,97.71,,,,,,,,,,
K7-T1-11A-1,56.1464,160.8241,Fine to very fine ash,60.14,1.67,15.13,,7.03,0.21,2.52,5.39,3.75,3.31,0.76,0.03,0.03,,0.05,2.32,,97.68,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,61.74,1.79,14.28,,7.75,0.17,1.76,4.24,3.87,3.44,0.84,0.05,0.03,,0.06,0.09,,99.91,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,62.2,1.67,14.1,,7.23,0.11,1.87,4.25,4.1,3.55,0.83,0.08,0.01,,0.06,0.76,,99.24,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,62.27,1.51,15.4,,6.55,0.13,1.61,4.38,4.18,3.31,0.62,0,0,,0.05,0.45,,99.55,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,62.73,1.66,14.34,,7.51,0.06,1.53,3.86,4.04,3.55,0.68,0,0,,0.06,0,,100.74,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,62.67,1.71,14.31,,6.79,0.17,1.48,3.96,3.94,4.02,0.83,0.11,0.01,,0.04,0,,100.59,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,62.46,1.75,14.2,,7.16,0.12,1.59,4.1,3.9,3.91,0.75,0.03,0.01,,0.05,0,,100.12,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,61.94,1.76,14.32,,7.2,0.09,1.72,4.39,3.96,3.77,0.8,0.02,0.01,,0.05,0.2,,99.8,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,61.68,1.73,13.86,,7.67,0.14,2,4.19,3.84,3.95,0.77,0.16,0.02,,0.08,0,,100.08,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,61.49,1.74,13.65,,7.4,0.1,2.2,4.69,3.88,3.95,0.79,0.08,0.02,,0.06,0.87,,99.13,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,61.6,1.72,14.41,,7.38,0.15,1.89,4.51,4.08,3.45,0.76,0,0,,0.06,0,,100,,,,,,,,,,
K7-T1-11A,56.1464,160.8241,Fine to very fine ash,64.42,1.56,14.51,,5.74,0.13,1.22,3.31,4.4,4.13,0.55,0,0,,0.05,0.53,,99.47,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,60,1.5,15.67,,7.19,0.03,2.71,5.27,4.17,2.73,0.67,0.02,0.01,,0.05,3.93,,96.07,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,59.9,1.5,15.61,,7.62,0.09,2.64,5.41,3.82,2.7,0.65,0,0.01,,0.06,3.93,,96.07,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,61.2,1.58,15.37,,6.41,0.04,2.32,4.52,4.58,3.22,0.72,0,0,,0.05,4.39,,95.61,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,61.1,1.55,15.48,,6.38,0.05,2.47,4.75,4.31,3.04,0.77,0.04,0.01,,0.05,4.48,,95.52,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,60.88,1.56,15.4,,6.84,0.09,2.31,4.89,4.13,3.17,0.69,0,0,,0.06,3.93,,96.07,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,59.81,1.53,15.38,,7.83,0.14,2.4,4.97,4.06,3.11,0.72,0.01,0,,0.05,3.58,,96.42,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,60.22,1.6,15.45,,7.61,0.16,2.48,5.16,3.65,2.91,0.72,0.02,0,,0.05,3.65,,96.35,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,60.36,1.57,15.44,,7.27,0.1,2.44,5.14,4.01,2.9,0.7,0.07,0,,0.04,3.31,,96.69,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,60.02,1.46,15.42,,7.42,0.07,2.6,5.31,4.09,2.83,0.68,0.07,0.02,,0.06,3.87,,96.13,,,,,,,,,,
K7-T1-11A-2,56.1464,160.8241,Fine to very fine ash,60.3,1.49,15.71,,6.78,0.1,2.65,5.31,4.15,2.81,0.62,0,0.02,,0.05,3.81,,96.19,,,,,,,,,,
K7-T1-11A-3,56.1464,160.8241,Fine to very fine ash,62.45,1.5,15.22,,6.61,0.15,1.77,3.99,4.24,3.26,0.74,0.04,0,,0.05,2.93,,97.07,,,,,,,,,,
K7-T1-11A-3,56.1464,160.8241,Fine to very fine ash,64.82,1.45,14.36,,5.79,0.18,1.13,3.15,4.51,3.92,0.6,0.13,0,,0.02,3.94,,96.06,,,,,,,,,,
K7-T1-11A-3,56.1464,160.8241,Fine to very fine ash,62.55,1.45,15.26,,6.46,0.07,1.91,4.02,4.16,3.33,0.71,0.02,0.01,,0.05,3.94,,96.06,,,,,,,,,,
K7-T1-11A-3,56.1464,160.8241,Fine to very fine ash,61.85,1.46,15.27,,6.75,0.09,2.02,4.19,4.44,3.19,0.71,0,0,,0.04,3.5,,96.5,,,,,,,,,,
K7-T1-11A-3,56.1464,160.8241,Fine to very fine ash,63.7,1.54,14.74,,6.1,0.09,1.39,3.56,4.28,3.77,0.72,0.11,0.01,,0.05,3.63,,96.37,,,,,,,,,,
K7-T1-11A-3,56.1464,160.8241,Fine to very fine ash,63.74,1.5,14.98,,5.73,0.08,1.47,3.76,4.38,3.77,0.55,0.01,0.01,,0.04,4.46,,95.54,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.45,1.4,16.15,,7.7,0.15,2.87,5.87,4.17,2.47,0.63,0.14,0.02,,0.03,0.1,,99.9,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.88,1.48,16.1,,7.51,0.14,2.87,6.05,4.09,2.29,0.54,0,0.02,,0.04,0,,100.18,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,57.98,1.45,16.02,,8.25,0.12,2.92,6.05,4.17,2.38,0.53,0.14,0.02,,0.04,0,,100.25,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.49,1.45,16.22,,7.6,0.12,2.91,5.91,4.23,2.43,0.59,0,0.03,,0.04,0.2,,99.8,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.9,1.41,15.96,,7.6,0.14,2.87,6.08,4,2.41,0.54,0.08,0.01,,0.05,0,,100.25,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.53,1.4,16.28,,7.52,0.11,2.98,5.99,4.1,2.42,0.62,0,0.03,,0.04,0,,100.2,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,59.23,1.42,16.02,,7.28,0.15,2.83,5.77,4.15,2.52,0.54,0.07,0.01,,0.04,0,,100.21,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.87,1.44,16.29,,7.47,0.12,2.76,5.89,4.11,2.46,0.58,0,0,,0.03,0,,100.42,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.47,1.4,16.38,,7.65,0.19,2.82,6.08,3.97,2.41,0.56,0.03,0.02,,0.03,0,,100.66,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.46,1.39,16.08,,7.82,0.15,2.83,6.06,4.15,2.39,0.61,0.01,0.03,,0.04,0,,100.57,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.44,1.52,16.11,,8.04,0.13,2.92,6.02,3.85,2.38,0.53,0,0.02,,0.04,0.32,,99.68,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.78,1.38,16.26,,7.37,0.08,2.78,5.74,4.4,2.54,0.64,0,0.01,,0.02,0,,100.02,,,,,,,,,,
K7-T1-12A,56.1464,160.8241,Cinder lapilli,58.29,1.39,16.02,,7.87,0.16,2.89,5.95,4.25,2.47,0.62,0.03,0.04,,0.04,0,,100.73,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,61.17,1.43,15.5,,7.02,0.16,2.35,4.87,3.64,3.16,0.68,0,0,,0.04,4.76,,95.24,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,60.99,1.45,15.46,,6.76,0.14,2.36,5,3.96,3.18,0.65,0.03,0,,0.04,5.29,,94.71,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,60.86,1.41,15.49,,6.74,0.1,2.33,4.88,4.08,3.34,0.7,0.08,0,,0.04,3.82,,96.18,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,60.81,1.37,15.27,,6.92,0.21,2.37,4.94,4.12,3.28,0.65,0.08,0.01,,0.03,3.31,,96.69,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,61,1.51,14.87,,7.11,0.12,2.5,4.81,4.1,3.25,0.69,0,0.01,,0.05,5.61,,94.39,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,60.89,1.53,14.52,,7.35,0.14,2.5,4.94,4.01,3.26,0.74,0.12,0.02,,0.04,5.28,,94.72,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,61.1,1.53,14.65,,7.23,0.08,2.31,4.8,3.97,3.46,0.79,0.04,0.02,,0.05,5.78,,94.22,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,61.88,1.27,16.01,,5.96,0.1,2.06,4.61,4.43,3.01,0.53,0.13,0.03,,0.04,3.63,,96.37,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,61.68,1.28,15.89,,5.95,0.17,2.17,4.7,4.57,2.94,0.57,0.06,0.03,,0.04,3.47,,96.53,,,,,,,,,,
K7-T1-13A,56.1464,160.8241,Fine to very fine ash,62.13,1.32,15.91,,5.92,0.15,2.15,4.56,4.33,2.91,0.57,0.03,0,,0.04,3.89,,96.11,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,59.94,1.43,15.4,,7.69,0.16,2.21,5.18,4.03,3.22,0.69,0.03,0.01,,0.03,0,,100.23,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,59.76,1.5,15.4,,7.56,0.2,2.45,5.36,3.93,3.14,0.67,0,0,,0.04,0,,100.13,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,60.2,1.47,15.19,,7.41,0.14,2.46,5.41,3.95,3.08,0.67,0,0,,0.03,0.08,,99.92,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,60.26,1.53,15.3,,7.4,0.13,2.38,5.34,3.81,3.12,0.69,0.03,0,,0.02,0.04,,99.96,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,60.86,1.56,14.88,,7.7,0.12,2.21,4.87,3.76,3.22,0.78,0.02,0.01,,0.02,0,,100.58,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,60.95,1.48,15.18,,6.93,0.12,2.25,4.97,4.08,3.29,0.7,0,0.03,,0.03,0.75,,99.25,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,60.52,1.51,15.3,,7.34,0.04,2.24,5.06,3.96,3.24,0.69,0.06,0.03,,0.04,0,,100.03,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,60.58,1.52,15.52,,7.2,0.1,2.21,5.05,3.78,3.25,0.72,0.06,0.02,,0.02,0,,100.17,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,60.24,1.58,14.98,,7.56,0.19,2.27,5.08,3.92,3.3,0.82,0.03,0.01,,0.04,0,,100.11,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,60.16,1.57,15.09,,7.74,0.17,2.3,5.14,3.82,3.22,0.76,0,0.01,,0.03,0.31,,99.69,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,60.91,1.5,15.15,,7.23,0.17,2.26,5.03,3.89,3.18,0.66,0,0,,0.02,0.17,,99.83,,,,,,,,,,
K7-T1-14A,56.1464,160.8241,Fine ash,61.06,1.5,14.94,,7.15,0.12,2.29,5.08,3.83,3.22,0.73,0.08,0,,0.03,0.03,,99.97,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,60.75,1.45,15.2,,7.54,0.18,2.1,4.96,3.77,3.35,0.63,0.08,0.02,,0.03,1.23,,98.77,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,60.64,1.45,15.1,,7.69,0.17,2.21,4.95,3.89,3.31,0.58,0,0.01,,0.02,1.06,,98.94,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,61.29,1.52,15.09,,7.39,0.1,2.23,4.95,3.53,3.27,0.61,0,0,,0.03,2.19,,97.81,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,59.71,1.5,15.36,,7.83,0.19,2.4,5.44,3.73,3.12,0.69,0,0.03,,0.04,1.31,,98.69,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,59.77,1.55,15.41,,7.97,0.15,2.45,5.39,3.47,3.04,0.75,0.03,0,,0.03,0.76,,99.24,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,59.72,1.51,15.47,,7.81,0.11,2.42,5.38,3.75,3.07,0.71,0.03,0,,0.04,0.5,,99.5,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,59.89,1.47,15.41,,7.55,0.17,2.46,5.47,3.7,3.1,0.73,0,0.02,,0.04,0.74,,99.26,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,60.15,1.5,15.3,,7.37,0.18,2.37,5.43,3.7,3.14,0.78,0,0.06,,0.04,1.47,,98.53,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,60.35,1.48,15.18,,7.43,0.09,2.37,5.4,3.65,3.23,0.76,0.03,0.02,,0.04,1.17,,98.83,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,60.39,1.42,15.41,,7.48,0.11,2.42,5.35,3.57,3.13,0.64,0.05,0.04,,0.04,0.83,,99.17,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,60.51,1.47,15.34,,7.34,0.16,2.46,5.31,3.55,3.06,0.74,0,0.03,,0.04,1.18,,98.82,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,60.17,1.49,15.33,,7.51,0.09,2.46,5.44,3.64,3.12,0.73,0,0.01,,0.02,1.12,,98.88,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,60.22,1.48,15.37,,7.54,0.16,2.39,5.42,3.56,3.1,0.7,0,0.01,,0.04,0.93,,99.07,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,61.36,1.43,15.26,,7.01,0.11,2.13,4.92,3.66,3.35,0.7,0.06,0,,0.03,1.36,,98.64,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,61.15,1.48,15.48,,7.19,0.05,2.04,4.87,3.68,3.4,0.63,0,0.01,,0.04,0.56,,99.44,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,61.2,1.49,15.23,,7.15,0.14,2.15,4.76,3.68,3.42,0.76,0,0.01,,0.03,0.6,,99.4,,,,,,,,,,
K7-T1-16A,56.1464,160.8241,Cinder lapilli,60.92,1.46,15.35,,7.29,0.11,2.16,4.98,3.61,3.37,0.68,0.05,0.02,,0.03,0.72,,99.28,,,,,,,,,,
K9-T3-5 ,56.1464,160.8241,Cinder lapilli,59.5,1.64,14.91,,8.91,0.24,2.72,5.79,3.86,1.99,0.35,0,0.03,,0.08,0.16,,99.84,,,,,,,,,,
K9-T3-5 ,56.1464,160.8241,Cinder lapilli,59.64,1.75,14.3,,9.35,0.09,2.8,5.8,3.75,2.07,0.34,0,0.04,,0.09,0.01,,99.99,,,,,,,,,,
K9-T3-5 ,56.1464,160.8241,Cinder lapilli,63.8,1.25,14.93,,7.16,0.17,1.41,3.75,4.39,2.63,0.4,0,0,,0.14,0,,100.99,,,,,,,,,,
K9-T3-5 ,56.1464,160.8241,Cinder lapilli,64.32,0.96,15.08,,6.11,0.06,1.47,3.78,4.97,2.74,0.4,0,0.02,,0.14,1.77,,98.23,,,,,,,,,,
K9-T3-5 ,56.1464,160.8241,Cinder lapilli,60.57,1.53,15.87,,7.57,0.07,1.64,6.65,3.85,1.87,0.29,0,0.01,,0.1,0,,100.12,,,,,,,,,,
K9-T3-5 ,56.1464,160.8241,Cinder lapilli,59.34,1.36,17.29,,7.09,0.15,1.62,6.83,4.13,1.71,0.4,0,0.01,,0.09,1.12,,98.88,,,,,,,,,,
K9-T3-5 ,56.1464,160.8241,Cinder lapilli,57.76,1.29,19.72,,5.75,0.13,1.32,8.45,4.06,1.23,0.21,0,0,,0.09,0.83,,99.17,,,,,,,,,,
